CountryName,CountryCode,Date,School closing,Stay at home requirements,ConfirmedCases,ConfirmedDeaths,StringencyIndex
Chad,TCD,20200307,0,0,,,21.43
Chad,TCD,20200308,0,0,,,21.43
Chad,TCD,20200309,0,0,,,21.43
Chad,TCD,20200310,0,0,,,21.43
Chad,TCD,20200311,0,0,,,21.43
Chad,TCD,20200312,0,0,,,21.43
Chad,TCD,20200313,0,0,,,21.43
Chad,TCD,20200314,0,0,,,21.43
Chad,TCD,20200315,0,0,,,21.43
Chad,TCD,20200316,0,0,,,21.43
Chad,TCD,20200317,0,0,,,21.43
Chad,TCD,20200318,0,0,,,21.43
Chad,TCD,20200319,0,0,,,32.86
Chad,TCD,20200320,0,0,1,0,32.86
Chad,TCD,20200321,0,0,1,0,32.86
Chad,TCD,20200322,0,0,2,0,32.86
Chad,TCD,20200323,0,0,2,0,32.86
Chad,TCD,20200324,0,0,2,0,32.86
Chad,TCD,20200325,0,0,3,0,32.86
Chad,TCD,20200326,0,0,3,0,32.86
Chad,TCD,20200327,0,0,5,0,32.86
Chad,TCD,20200328,0,0,5,0,32.86
Chad,TCD,20200329,0,0,5,0,32.86
Chad,TCD,20200330,0,0,5,0,32.86
Chad,TCD,20200331,0,0,7,0,32.86
Chad,TCD,20200401,0,0,7,0,32.86
Thailand,THA,20200301,0,0,42,1,0
Thailand,THA,20200302,0,0,43,1,0
Thailand,THA,20200303,0,0,,,0
Thailand,THA,20200304,0,0,,,0
Thailand,THA,20200305,0,0,47,1,0
Thailand,THA,20200306,0,0,,,21.43
Thailand,THA,20200307,0,0,50,1,21.43
Thailand,THA,20200308,0,0,,,21.43
Thailand,THA,20200309,0,0,,,21.43
Thailand,THA,20200310,0,0,,,30.95
Thailand,THA,20200311,0,0,59,1,30.95
Thailand,THA,20200312,0,0,70,1,30.95
Thailand,THA,20200313,0,0,,,30.95
Thailand,THA,20200314,0,0,82,1,30.95
Thailand,THA,20200315,1,0,82,1,34.52
Thailand,THA,20200316,1,0,114,1,34.52
Thailand,THA,20200317,1,0,177,1,41.67
Thailand,THA,20200318,1,0,177,1,41.67
Thailand,THA,20200319,3,0,177,1,52.38
Thailand,THA,20200320,3,0,212,1,52.38
Tajikistan,TJK,20200301,0,0,,,16.67
Tajikistan,TJK,20200302,0,0,,,16.67
Tajikistan,TJK,20200303,0,0,,,20.24
Tajikistan,TJK,20200304,0,0,,,20.24
Tajikistan,TJK,20200305,0,0,,,20.24
Tajikistan,TJK,20200306,0,0,,,20.24
Tajikistan,TJK,20200307,0,0,,,20.24
Tajikistan,TJK,20200308,0,0,,,20.24
Tajikistan,TJK,20200309,0,0,,,20.24
Tajikistan,TJK,20200310,0,0,,,20.24
Tajikistan,TJK,20200311,0,0,,,20.24
Tajikistan,TJK,20200312,0,0,,,20.24
Tajikistan,TJK,20200313,0,0,,,20.24
Tajikistan,TJK,20200314,0,0,,,20.24
Tajikistan,TJK,20200315,0,0,,,20.24
Tajikistan,TJK,20200316,0,0,,,20.24
Tajikistan,TJK,20200317,0,0,,,20.24
Tajikistan,TJK,20200318,0,0,,,25
Tajikistan,TJK,20200319,0,0,,,25
Tajikistan,TJK,20200320,0,0,,,25
Tajikistan,TJK,20200321,0,0,,,25
Tajikistan,TJK,20200322,0,0,,,25
Tajikistan,TJK,20200323,0,0,,,25
Tajikistan,TJK,20200324,0,0,,,25
Tajikistan,TJK,20200325,0,0,,,25
Tajikistan,TJK,20200326,0,0,,,25
Tajikistan,TJK,20200327,0,0,,,25
Tajikistan,TJK,20200328,0,0,,,25
Tajikistan,TJK,20200329,0,0,,,25
Tajikistan,TJK,20200330,0,0,,,25
Tajikistan,TJK,20200331,0,0,,,25
Tajikistan,TJK,20200401,0,0,,,25
Tajikistan,TJK,20200402,0,0,,,25
Tajikistan,TJK,20200403,0,0,,,25
Tajikistan,TJK,20200404,0,0,,,25
Tajikistan,TJK,20200405,0,0,,,25
Tajikistan,TJK,20200406,0,0,,,25
Tajikistan,TJK,20200407,0,0,,,25
Tajikistan,TJK,20200408,0,0,,,25
Tajikistan,TJK,20200409,0,0,,,25
Tajikistan,TJK,20200410,0,0,,,28.57
Tajikistan,TJK,20200411,0,0,,,28.57
Tajikistan,TJK,20200412,0,0,,,28.57
Tajikistan,TJK,20200413,0,0,,,28.57
Tajikistan,TJK,20200414,0,0,,,28.57
Tajikistan,TJK,20200415,0,0,,,28.57
Tajikistan,TJK,20200416,0,0,,,28.57
Tajikistan,TJK,20200417,0,0,,,28.57
Tajikistan,TJK,20200418,0,0,,,42.86
Tajikistan,TJK,20200419,0,0,,,42.86
Tajikistan,TJK,20200420,0,0,,,42.86
Tajikistan,TJK,20200421,0,0,,,42.86
Tajikistan,TJK,20200422,0,0,,,42.86
Tajikistan,TJK,20200423,0,0,,,42.86
Tajikistan,TJK,20200424,0,0,,,42.86
Tajikistan,TJK,20200425,0,0,,,53.57
Tajikistan,TJK,20200426,0,0,,,53.57
Tajikistan,TJK,20200427,2,0,,,64.29
Tajikistan,TJK,20200428,2,0,,,64.29
Tajikistan,TJK,20200429,2,0,,,64.29
Tajikistan,TJK,20200430,2,0,,,64.29
Tajikistan,TJK,20200501,2,0,15,0,64.29
Tajikistan,TJK,20200502,2,0,15,0,64.29
Tajikistan,TJK,20200503,2,0,32,0,64.29
Tajikistan,TJK,20200504,2,0,76,2,64.29
Tajikistan,TJK,20200505,2,0,230,3,64.29
Tajikistan,TJK,20200506,2,0,293,5,64.29
Tajikistan,TJK,20200507,2,0,379,8,64.29
Tajikistan,TJK,20200508,2,0,461,12,64.29
Tajikistan,TJK,20200509,2,0,522,12,64.29
Tajikistan,TJK,20200510,2,0,612,20,64.29
Turkmenistan,TKM,20200301,0,0,,,25
Turkmenistan,TKM,20200302,0,0,,,25
Turkmenistan,TKM,20200303,0,0,,,25
Turkmenistan,TKM,20200304,0,0,,,25
Turkmenistan,TKM,20200305,0,0,,,25
Turkmenistan,TKM,20200306,0,0,,,25
Turkmenistan,TKM,20200307,0,0,,,25
Turkmenistan,TKM,20200308,0,0,,,25
Turkmenistan,TKM,20200309,0,0,,,25
Turkmenistan,TKM,20200310,0,0,,,25
Turkmenistan,TKM,20200311,0,0,,,25
Turkmenistan,TKM,20200312,0,0,,,25
Turkmenistan,TKM,20200313,0,0,,,25
Turkmenistan,TKM,20200314,0,0,,,25
Turkmenistan,TKM,20200315,0,0,,,25
Turkmenistan,TKM,20200316,0,0,,,25
Turkmenistan,TKM,20200317,0,0,,,25
Turkmenistan,TKM,20200318,0,0,,,25
Turkmenistan,TKM,20200319,0,0,,,34.52
Turkmenistan,TKM,20200320,0,0,,,34.52
Turkmenistan,TKM,20200321,0,0,,,38.1
Turkmenistan,TKM,20200322,0,0,,,38.1
Turkmenistan,TKM,20200323,0,0,,,38.1
Turkmenistan,TKM,20200324,0,0,,,59.52
Turkmenistan,TKM,20200325,0,0,,,59.52
Turkmenistan,TKM,20200326,0,0,,,59.52
Turkmenistan,TKM,20200327,0,0,,,59.52
Turkmenistan,TKM,20200328,0,0,,,59.52
Turkmenistan,TKM,20200329,0,0,,,59.52
Turkmenistan,TKM,20200330,3,0,,,73.81
Turkmenistan,TKM,20200331,3,0,,,73.81
Turkmenistan,TKM,20200401,3,0,,,66.67
Turkmenistan,TKM,20200402,3,0,,,66.67
Turkmenistan,TKM,20200403,3,0,,,66.67
Turkmenistan,TKM,20200404,3,0,,,66.67
Turkmenistan,TKM,20200405,3,0,,,66.67
Turkmenistan,TKM,20200406,3,0,,,66.67
Turkmenistan,TKM,20200407,0,0,,,52.38
Turkmenistan,TKM,20200408,0,0,,,52.38
Turkmenistan,TKM,20200409,0,0,,,52.38
Turkmenistan,TKM,20200410,0,0,,,52.38
Turkmenistan,TKM,20200411,0,0,,,52.38
Turkmenistan,TKM,20200412,0,0,,,52.38
Turkmenistan,TKM,20200413,0,0,,,52.38
Turkmenistan,TKM,20200414,0,0,,,52.38
Turkmenistan,TKM,20200415,0,0,,,52.38
Turkmenistan,TKM,20200416,0,0,,,52.38
Turkmenistan,TKM,20200417,0,0,,,52.38
Turkmenistan,TKM,20200418,0,0,,,52.38
Turkmenistan,TKM,20200419,0,0,,,52.38
Turkmenistan,TKM,20200420,0,0,,,38.1
Turkmenistan,TKM,20200421,0,0,,,38.1
Turkmenistan,TKM,20200422,0,0,,,38.1
Turkmenistan,TKM,20200423,0,0,,,34.52
Turkmenistan,TKM,20200424,0,0,,,34.52
Turkmenistan,TKM,20200425,0,0,,,34.52
Turkmenistan,TKM,20200426,0,0,,,34.52
Turkmenistan,TKM,20200427,0,0,,,34.52
Turkmenistan,TKM,20200428,0,0,,,34.52
Turkmenistan,TKM,20200429,0,0,,,34.52
Turkmenistan,TKM,20200430,0,0,,,34.52
Turkmenistan,TKM,20200501,0,0,,,34.52
Turkmenistan,TKM,20200502,0,0,,,34.52
Turkmenistan,TKM,20200503,0,0,,,34.52
Turkmenistan,TKM,20200504,0,0,,,34.52
Turkmenistan,TKM,20200505,0,0,,,34.52
Turkmenistan,TKM,20200506,0,0,,,34.52
Turkmenistan,TKM,20200507,0,0,,,34.52
Turkmenistan,TKM,20200508,0,0,,,34.52
Turkmenistan,TKM,20200509,0,0,,,34.52
Turkmenistan,TKM,20200510,0,0,,,34.52
Turkmenistan,TKM,20200511,0,0,,,34.52
Turkmenistan,TKM,20200512,0,0,,,34.52
Turkmenistan,TKM,20200513,0,0,,,34.52
Turkmenistan,TKM,20200514,0,0,,,34.52
Turkmenistan,TKM,20200515,0,0,,,34.52
Turkmenistan,TKM,20200516,0,0,,,34.52
Turkmenistan,TKM,20200517,0,0,,,34.52
Turkmenistan,TKM,20200518,0,0,,,34.52
Turkmenistan,TKM,20200519,0,0,,,34.52
Turkmenistan,TKM,20200520,0,0,,,34.52
Timor-Leste,TLS,20200301,0,0,,,16.67
Timor-Leste,TLS,20200302,0,0,,,16.67
Timor-Leste,TLS,20200303,0,0,,,16.67
Timor-Leste,TLS,20200304,0,0,,,16.67
Timor-Leste,TLS,20200305,0,0,,,16.67
Timor-Leste,TLS,20200306,0,0,,,16.67
Timor-Leste,TLS,20200307,0,0,,,16.67
Timor-Leste,TLS,20200308,0,0,,,16.67
Timor-Leste,TLS,20200309,0,0,,,16.67
Timor-Leste,TLS,20200310,0,0,,,16.67
Timor-Leste,TLS,20200311,0,0,,,16.67
Timor-Leste,TLS,20200312,0,0,,,16.67
Timor-Leste,TLS,20200313,0,0,,,16.67
Timor-Leste,TLS,20200314,0,0,,,16.67
Timor-Leste,TLS,20200315,0,0,,,16.67
Timor-Leste,TLS,20200316,0,0,,,16.67
Timor-Leste,TLS,20200317,0,0,,,16.67
Timor-Leste,TLS,20200318,0,0,,,16.67
Timor-Leste,TLS,20200319,0,0,,,16.67
Timor-Leste,TLS,20200320,0,0,,,20.24
Timor-Leste,TLS,20200321,0,0,,,20.24
Timor-Leste,TLS,20200322,0,0,1,0,20.24
Timor-Leste,TLS,20200323,3,0,1,0,39.29
Timor-Leste,TLS,20200324,3,0,1,0,39.29
Timor-Leste,TLS,20200325,3,0,1,0,39.29
Timor-Leste,TLS,20200326,3,0,1,0,39.29
Timor-Leste,TLS,20200327,3,0,1,0,39.29
Trinidad and Tobago,TTO,20200301,0,0,,,16.67
Trinidad and Tobago,TTO,20200302,0,0,,,16.67
Trinidad and Tobago,TTO,20200303,0,0,,,16.67
Trinidad and Tobago,TTO,20200304,0,0,,,21.43
Trinidad and Tobago,TTO,20200305,0,0,,,21.43
Trinidad and Tobago,TTO,20200306,0,0,,,21.43
Trinidad and Tobago,TTO,20200307,0,0,,,21.43
Trinidad and Tobago,TTO,20200308,0,0,,,21.43
Trinidad and Tobago,TTO,20200309,0,0,,,21.43
Trinidad and Tobago,TTO,20200310,0,0,,,21.43
Trinidad and Tobago,TTO,20200311,0,0,,,21.43
Trinidad and Tobago,TTO,20200312,0,0,,,21.43
Trinidad and Tobago,TTO,20200313,0,0,1,0,28.57
Trinidad and Tobago,TTO,20200314,3,0,2,0,42.86
Trinidad and Tobago,TTO,20200315,3,0,2,0,42.86
Trinidad and Tobago,TTO,20200316,3,0,4,0,54.29
Trinidad and Tobago,TTO,20200317,3,0,5,0,57.86
Trinidad and Tobago,TTO,20200318,3,0,7,0,57.86
Trinidad and Tobago,TTO,20200319,3,0,9,0,57.86
Trinidad and Tobago,TTO,20200320,3,0,9,0,57.86
Trinidad and Tobago,TTO,20200321,3,0,9,0,60.71
Trinidad and Tobago,TTO,20200322,3,0,49,0,60.71
Trinidad and Tobago,TTO,20200323,3,0,50,0,67.86
Trinidad and Tobago,TTO,20200324,3,0,51,0,67.86
Trinidad and Tobago,TTO,20200325,3,0,57,0,67.86
Trinidad and Tobago,TTO,20200326,3,0,60,1,67.86
Trinidad and Tobago,TTO,20200327,3,0,65,1,67.86
Trinidad and Tobago,TTO,20200328,3,0,66,2,67.86
Trinidad and Tobago,TTO,20200329,3,0,74,2,77.38
Tunisia,TUN,20200301,0,0,,,0
Tunisia,TUN,20200302,0,0,,,0
Tunisia,TUN,20200303,0,0,1,0,0
Tunisia,TUN,20200304,0,0,,,22.62
Tunisia,TUN,20200305,0,0,,,22.62
Tunisia,TUN,20200306,0,0,,,22.62
Tunisia,TUN,20200307,0,0,,,22.62
Tunisia,TUN,20200308,0,0,,,22.62
Tunisia,TUN,20200309,1,0,,,38.1
Tunisia,TUN,20200310,1,0,2,0,38.1
Tunisia,TUN,20200311,1,0,5,0,38.1
Tunisia,TUN,20200312,1,0,7,0,38.1
Tunisia,TUN,20200313,2,0,13,0,41.67
Tunisia,TUN,20200314,2,0,16,0,41.67
Tunisia,TUN,20200315,2,0,16,0,41.67
Tunisia,TUN,20200316,3,0,18,0,60.71
Tunisia,TUN,20200317,3,0,20,0,60.71
Tunisia,TUN,20200318,3,0,24,0,70.24
Tunisia,TUN,20200319,3,0,29,0,70.24
Turkey,TUR,20200301,0,0,,,25
Turkey,TUR,20200302,0,0,,,25
Turkey,TUR,20200303,0,0,,,25
Turkey,TUR,20200304,0,0,,,25
Turkey,TUR,20200305,0,0,,,25
Turkey,TUR,20200306,0,0,,,25
Turkey,TUR,20200307,0,0,,,25
Turkey,TUR,20200308,0,0,,,25
Tanzania,TZA,20200301,0,0,,,0
Tanzania,TZA,20200302,0,0,,,0
Tanzania,TZA,20200303,0,0,,,0
Tanzania,TZA,20200304,0,0,,,0
Tanzania,TZA,20200305,0,0,,,0
Tanzania,TZA,20200306,0,0,,,0
Tanzania,TZA,20200307,0,0,,,0
Tanzania,TZA,20200308,0,0,,,0
Tanzania,TZA,20200309,0,0,,,0
Tanzania,TZA,20200310,0,0,,,0
Tanzania,TZA,20200311,0,0,,,0
Tanzania,TZA,20200312,0,0,,,0
Tanzania,TZA,20200313,0,0,,,0
Tanzania,TZA,20200314,0,0,,,3.57
Tanzania,TZA,20200315,0,0,,,10.71
Tanzania,TZA,20200316,0,0,,,10.71
Tanzania,TZA,20200317,2,0,1,0,32.86
Tanzania,TZA,20200318,3,0,1,0,36.43
Tanzania,TZA,20200319,3,0,3,0,36.43
Tanzania,TZA,20200320,3,0,3,0,36.43
Tanzania,TZA,20200321,3,0,3,0,36.43
Tanzania,TZA,20200322,3,0,6,0,36.43
Tanzania,TZA,20200323,3,0,12,0,36.43
Tanzania,TZA,20200324,3,0,12,0,36.43
Tanzania,TZA,20200325,3,0,12,0,36.43
Tanzania,TZA,20200326,3,0,12,0,45.95
Tanzania,TZA,20200327,3,0,13,0,50.71
Tanzania,TZA,20200328,3,0,13,0,50.71
Tanzania,TZA,20200329,3,0,13,1,50.71
Tanzania,TZA,20200330,3,0,14,1,50.71
Tanzania,TZA,20200331,3,0,19,1,50.71
Tanzania,TZA,20200401,3,0,19,1,50.71
Tanzania,TZA,20200402,3,0,20,1,50.71
Tanzania,TZA,20200403,3,0,21,1,50.71
Tanzania,TZA,20200404,3,0,21,1,50.71
Tanzania,TZA,20200405,3,0,21,1,50.71
Tanzania,TZA,20200406,3,0,22,1,50.71
Tanzania,TZA,20200407,3,0,24,1,50.71
Tanzania,TZA,20200408,3,0,24,1,50.71
Tanzania,TZA,20200409,3,0,25,1,50.71
Tanzania,TZA,20200410,3,0,25,1,50.71
Tanzania,TZA,20200411,3,0,32,3,50.71
Tanzania,TZA,20200412,3,0,32,3,54.29
Tanzania,TZA,20200413,3,0,32,3,54.29
Tanzania,TZA,20200414,3,0,46,3,54.29
Tanzania,TZA,20200415,3,0,53,3,54.29
Tanzania,TZA,20200416,3,0,88,4,54.29
Tanzania,TZA,20200417,3,0,94,4,54.29
Tanzania,TZA,20200418,3,0,147,5,54.29
Tanzania,TZA,20200419,3,0,148,5,54.29
Tanzania,TZA,20200420,3,0,170,5,54.29
Tanzania,TZA,20200421,3,0,170,5,54.29
Tanzania,TZA,20200422,3,0,254,8,54.29
Tanzania,TZA,20200423,3,0,285,10,54.29
Tanzania,TZA,20200424,3,0,285,10,54.29
Tanzania,TZA,20200425,3,0,300,10,54.29
Tanzania,TZA,20200426,3,0,300,10,54.29
Tanzania,TZA,20200427,3,0,300,10,54.29
Tanzania,TZA,20200428,3,0,300,10,54.29
Tanzania,TZA,20200429,3,0,306,10,54.29
Tanzania,TZA,20200430,3,0,480,16,54.29
Tanzania,TZA,20200501,3,0,480,16,54.29
Tanzania,TZA,20200502,3,0,480,16,54.29
Tanzania,TZA,20200503,3,0,480,16,54.29
Tanzania,TZA,20200504,3,0,480,16,54.29
Tanzania,TZA,20200505,3,0,480,18,54.29
Tanzania,TZA,20200506,3,0,480,18,54.29
Tanzania,TZA,20200507,3,0,480,18,54.29
Tanzania,TZA,20200508,3,0,509,21,54.29
Tanzania,TZA,20200509,3,0,509,21,54.29
Tanzania,TZA,20200510,3,0,509,21,54.29
Tanzania,TZA,20200511,3,0,509,21,54.29
Tanzania,TZA,20200512,3,0,509,21,54.29
Tanzania,TZA,20200513,3,0,509,21,54.29
Tanzania,TZA,20200514,3,0,509,21,54.29
Tanzania,TZA,20200515,3,0,509,21,54.29
Tanzania,TZA,20200516,3,0,509,21,54.29
Tanzania,TZA,20200517,3,0,509,21,54.29
Tanzania,TZA,20200518,3,0,509,21,47.14
Tanzania,TZA,20200519,3,0,509,21,47.14
Tanzania,TZA,20200520,3,0,509,21,47.14
Uganda,UGA,20200301,0,0,,,21.43
Uganda,UGA,20200302,0,0,,,21.43
Uganda,UGA,20200303,0,0,,,21.43
Uganda,UGA,20200304,0,0,,,21.43
Uganda,UGA,20200305,0,0,,,21.43
Uganda,UGA,20200306,0,0,,,21.43
Uganda,UGA,20200307,0,0,,,21.43
Uganda,UGA,20200308,0,0,,,21.43
Uganda,UGA,20200309,0,0,,,21.43
Uganda,UGA,20200310,0,0,,,21.43
Uganda,UGA,20200311,0,0,,,21.43
Uganda,UGA,20200312,0,0,,,21.43
Uganda,UGA,20200313,0,0,,,21.43
Uganda,UGA,20200314,0,0,,,21.43
Uganda,UGA,20200315,0,0,,,21.43
Uganda,UGA,20200316,0,0,,,21.43
Uganda,UGA,20200317,0,0,,,21.43
Uganda,UGA,20200318,0,0,,,45.24
Uganda,UGA,20200319,0,0,,,45.24
Uganda,UGA,20200320,3,0,,,59.52
Uganda,UGA,20200321,3,0,,,59.52
Uganda,UGA,20200322,3,0,1,0,63.1
Uganda,UGA,20200323,3,0,1,0,63.1
Uganda,UGA,20200324,3,0,9,0,63.1
Uganda,UGA,20200325,3,0,9,0,91.67
Uganda,UGA,20200326,3,0,14,0,91.67
Uganda,UGA,20200327,3,0,14,0,91.67
Uganda,UGA,20200328,3,0,14,0,91.67
Uganda,UGA,20200329,3,0,30,0,91.67
Ukraine,UKR,20200301,0,0,,,0
Ukraine,UKR,20200302,0,0,,,0
Ukraine,UKR,20200303,0,0,,,14.29
Ukraine,UKR,20200304,0,0,1,0,14.29
Ukraine,UKR,20200305,0,0,,,14.29
Ukraine,UKR,20200306,0,0,,,14.29
Ukraine,UKR,20200307,0,0,,,14.29
Ukraine,UKR,20200308,0,0,,,14.29
Ukraine,UKR,20200309,0,0,,,14.29
Ukraine,UKR,20200310,0,0,,,14.29
Ukraine,UKR,20200311,0,0,,,14.29
Ukraine,UKR,20200312,3,0,,,57.14
Ukraine,UKR,20200313,3,0,3,0,57.14
Ukraine,UKR,20200314,3,0,,,57.14
Ukraine,UKR,20200315,3,0,,,57.14
Uruguay,URY,20200301,0,0,,,0
Uruguay,URY,20200302,0,0,,,0
Uruguay,URY,20200303,0,0,,,0
Uruguay,URY,20200304,0,0,,,0
Uruguay,URY,20200305,0,0,,,0
Uruguay,URY,20200306,0,0,,,0
Uruguay,URY,20200307,0,0,,,0
Uruguay,URY,20200308,0,0,,,0
Uruguay,URY,20200309,0,0,,,0
Uruguay,URY,20200310,0,0,,,0
Uruguay,URY,20200311,0,0,,,0
Uruguay,URY,20200312,0,0,,,0
United States,USA,20200301,0,0,69,1,11.9
United States,USA,20200302,0,0,89,2,15.48
United States,USA,20200303,0,0,103,6,15.48
United States,USA,20200304,0,0,125,9,15.48
United States,USA,20200305,3,0,159,11,26.19
United States,USA,20200306,3,0,233,12,26.19
United States,USA,20200307,3,0,338,14,26.19
United States,USA,20200308,3,0,433,17,26.19
United States,USA,20200309,3,0,554,21,26.19
United States,USA,20200310,3,0,754,26,26.19
United States,USA,20200311,3,0,1025,28,26.19
United States,USA,20200312,3,0,1312,30,30.95
United States,USA,20200313,3,0,1663,40,30.95
United States,USA,20200314,3,0,2174,47,40.48
Uzbekistan,UZB,20200301,0,0,,,21.43
Uzbekistan,UZB,20200302,0,0,,,21.43
Uzbekistan,UZB,20200303,0,0,,,21.43
Uzbekistan,UZB,20200304,0,0,,,21.43
Uzbekistan,UZB,20200305,0,0,,,21.43
Uzbekistan,UZB,20200306,0,0,,,21.43
Uzbekistan,UZB,20200307,0,0,,,21.43
Uzbekistan,UZB,20200308,0,0,,,21.43
Uzbekistan,UZB,20200309,0,0,,,21.43
Uzbekistan,UZB,20200310,0,0,,,21.43
Uzbekistan,UZB,20200311,0,0,,,21.43
Uzbekistan,UZB,20200312,0,0,,,21.43
Uzbekistan,UZB,20200313,0,0,,,21.43
Uzbekistan,UZB,20200314,0,0,,,21.43
Uzbekistan,UZB,20200315,0,0,,,21.43
Uzbekistan,UZB,20200316,3,0,6,0,77.38
Uzbekistan,UZB,20200317,3,0,8,0,77.38
Uzbekistan,UZB,20200318,3,0,16,0,77.38
Uzbekistan,UZB,20200319,3,0,23,0,77.38
Uzbekistan,UZB,20200320,3,0,23,0,77.38
Uzbekistan,UZB,20200321,3,0,33,0,80.95
Uzbekistan,UZB,20200322,3,0,33,0,80.95
Uzbekistan,UZB,20200323,3,0,46,0,80.95
Uzbekistan,UZB,20200324,3,0,49,0,90.48
Uzbekistan,UZB,20200325,3,0,55,0,90.48
Uzbekistan,UZB,20200326,3,0,65,0,90.48
Venezuela,VEN,20200301,0,0,,,14.29
Venezuela,VEN,20200302,0,0,,,14.29
Venezuela,VEN,20200303,0,0,,,14.29
Venezuela,VEN,20200304,0,0,,,14.29
Venezuela,VEN,20200305,0,0,,,14.29
Venezuela,VEN,20200306,0,0,,,14.29
Venezuela,VEN,20200307,0,0,,,14.29
Venezuela,VEN,20200308,0,0,,,14.29
Venezuela,VEN,20200309,0,0,,,14.29
Venezuela,VEN,20200310,0,0,,,14.29
Venezuela,VEN,20200311,0,0,,,14.29
Venezuela,VEN,20200312,0,0,,,39.29
Vietnam,VNM,20200301,3,0,16,0,58.33
Vietnam,VNM,20200302,3,0,16,0,58.33
Vietnam,VNM,20200303,3,0,,,58.33
Vietnam,VNM,20200304,3,0,,,58.33
Vietnam,VNM,20200305,3,0,,,58.33
Vietnam,VNM,20200306,3,0,,,58.33
Vietnam,VNM,20200307,3,0,17,0,58.33
Vietnam,VNM,20200308,3,0,21,0,58.33
Vietnam,VNM,20200309,3,0,30,0,58.33
Vietnam,VNM,20200310,3,0,34,0,58.33
Vietnam,VNM,20200311,3,0,38,0,58.33
Vietnam,VNM,20200312,3,0,39,0,58.33
Vietnam,VNM,20200313,3,0,44,0,58.33
Vietnam,VNM,20200314,3,0,53,0,58.33
Vietnam,VNM,20200315,3,0,53,0,58.33
Vietnam,VNM,20200316,3,0,57,0,58.33
Vietnam,VNM,20200317,3,0,61,0,58.33
Vietnam,VNM,20200318,3,0,68,0,58.33
Vietnam,VNM,20200319,3,0,76,0,58.33
Vietnam,VNM,20200320,3,0,87,0,58.33
Vietnam,VNM,20200321,3,0,88,0,58.33
Vietnam,VNM,20200322,3,0,95,0,61.9
Vietnam,VNM,20200323,3,0,121,0,61.9
Vietnam,VNM,20200324,3,0,132,0,61.9
Vietnam,VNM,20200325,3,0,137,0,69.05
Vietnam,VNM,20200326,3,0,153,0,69.05
Vietnam,VNM,20200327,3,0,163,0,76.19
Vietnam,VNM,20200328,3,0,171,0,100
Vietnam,VNM,20200329,3,0,188,0,100
Vietnam,VNM,20200330,3,0,203,0,100
Vietnam,VNM,20200331,3,0,206,0,100
Vietnam,VNM,20200422,3,0,268,0,88.1
Vietnam,VNM,20200423,3,0,268,0,88.1
Vietnam,VNM,20200424,3,0,270,0,88.1
Vietnam,VNM,20200425,3,0,270,0,83.33
Vietnam,VNM,20200426,3,0,270,0,88.1
Vietnam,VNM,20200427,3,0,270,0,88.1
Vietnam,VNM,20200428,3,0,270,0,88.1
Vietnam,VNM,20200429,3,0,270,0,88.1
Vietnam,VNM,20200430,3,0,270,0,88.1
Vietnam,VNM,20200501,3,0,270,0,88.1
Vietnam,VNM,20200502,3,0,270,0,88.1
Vietnam,VNM,20200503,3,0,270,0,88.1
Vietnam,VNM,20200504,0,0,271,0,77.38
Vietnam,VNM,20200505,0,0,271,0,77.38
Vietnam,VNM,20200506,0,0,271,0,77.38
Vietnam,VNM,20200507,0,0,271,0,77.38
Vietnam,VNM,20200508,0,0,288,0,77.38
Vietnam,VNM,20200509,0,0,288,0,77.38
Vietnam,VNM,20200510,0,0,288,0,77.38
Vietnam,VNM,20200511,0,0,288,0,77.38
Vietnam,VNM,20200512,0,0,288,0,77.38
Vietnam,VNM,20200513,0,0,288,0,77.38
Vietnam,VNM,20200514,0,0,288,0,77.38
Vietnam,VNM,20200515,0,0,312,0,77.38
Vietnam,VNM,20200516,0,0,313,0,77.38
Vietnam,VNM,20200517,0,0,318,0,77.38
Vietnam,VNM,20200518,0,0,320,0,77.38
Vietnam,VNM,20200519,0,0,324,0,77.38
Vietnam,VNM,20200520,0,0,324,0,77.38
Yemen,YEM,20200301,0,0,,,0
Yemen,YEM,20200302,0,0,,,0
Yemen,YEM,20200303,0,0,,,0
Yemen,YEM,20200304,0,0,,,0
Yemen,YEM,20200305,0,0,,,0
Yemen,YEM,20200306,0,0,,,0
Yemen,YEM,20200307,0,0,,,0
Yemen,YEM,20200308,0,0,,,0
Yemen,YEM,20200309,0,0,,,0
Yemen,YEM,20200310,0,0,,,0
Yemen,YEM,20200311,0,0,,,0
Yemen,YEM,20200312,0,0,,,0
Yemen,YEM,20200313,0,0,,,0
Yemen,YEM,20200314,0,0,,,0
Yemen,YEM,20200315,3,0,,,14.29
Yemen,YEM,20200316,3,0,,,14.29
Yemen,YEM,20200317,3,0,,,28.57
Yemen,YEM,20200318,3,0,,,28.57
Yemen,YEM,20200319,3,0,,,42.86
Yemen,YEM,20200320,3,0,,,42.86
Yemen,YEM,20200321,3,0,,,52.38
Yemen,YEM,20200322,3,0,,,52.38
Yemen,YEM,20200323,3,0,,,52.38
Yemen,YEM,20200324,3,0,,,52.38
Yemen,YEM,20200325,3,0,,,52.38
Yemen,YEM,20200326,3,0,,,52.38
Yemen,YEM,20200327,3,0,,,52.38
Yemen,YEM,20200328,3,0,,,52.38
Yemen,YEM,20200329,3,0,,,52.38
